s,x,y,heading
11.19271248,-0.26814721,4.38582348,2.90401271
11.20747859,-0.28260179,4.38928316,2.90938650
11.22224470,-0.29707677,4.39266175,2.91530157
11.23701082,-0.31157135,4.39594999,2.92179907
11.25177693,-0.32608502,4.39914195,2.92836189
11.26654304,-0.34061815,4.40224201,2.93438421
11.28130915,-0.35517172,4.40525752,2.94024693
11.29607526,-0.36974514,4.40818433,2.94666937
11.31084137,-0.38433697,4.41101224,2.95376167
11.32560748,-0.39894613,4.41373374,2.96102717
11.34037360,-0.41357312,4.41635229,2.96772183
11.35513971,-0.42821962,4.41887685,2.97413854
11.36990582,-0.44288499,4.42130424,2.98111785
11.38467193,-0.45756692,4.42362339,2.98885727
11.39943804,-0.47226350,4.42582513,2.99689429
11.41420415,-0.48697522,4.42791159,3.00435004
11.42897026,-0.50170474,4.42989331,3.01139616
11.44373638,-0.51645150,4.43176840,3.01898678
11.45850249,-0.53121219,4.43352509,3.02742855
11.47326860,-0.54598371,4.43515249,3.03630663
11.48803471,-0.56076627,4.43665110,3.04461921
11.50280082,-0.57556372,4.43803271,3.05238219
11.51756693,-0.59037598,4.43929713,3.06064408
11.53233304,-0.60519855,4.44043220,3.06984366
11.54709916,-0.62002675,4.44142532,3.07962762
11.56186527,-0.63486002,4.44227511,3.08889545
11.57663138,-0.64970360,4.44299405,3.09747595
11.59139749,-0.66455844,4.44358405,3.10647502
11.60616360,-0.67941874,4.44403301,3.11648097
11.62092971,-0.69427783,4.44432692,3.12721726
11.63569583,-0.70913385,4.44446234,3.13752761
11.65046194,-0.72399319,4.44445168,-3.13614999
11.66522805,-0.73885876,4.44429904,-3.12634318
11.67999416,-0.75372351,4.44399314,-3.11550188
11.69476027,-0.76857832,4.44351928,-3.10380916
11.70952638,-0.78341961,4.44287209,-3.09241154
11.72429249,-0.79825451,4.44206289,-3.08188303
11.73905861,-0.81308863,4.44109766,-3.07120534
11.75382472,-0.82791398,4.43996680,-3.05952757
11.76859083,-0.84271870,4.43865606,-3.04692809
11.78335694,-0.85749716,4.43715868,-3.03446902
11.79812305,-0.87225770,4.43548398,-3.02289762
11.81288916,-0.88700807,4.43363931,-3.01133322
11.82765527,-0.90173981,4.43161704,-2.99882498
11.84242139,-0.91643833,4.42940405,-2.98535019
11.85718750,-0.93109524,4.42699277,-2.97185622
11.87195361,-0.94571992,4.42438992,-2.95922227
11.88671972,-0.96032233,4.42160343,-2.94674526
11.90148583,-0.97489421,4.41862804,-2.93342650
11.91625194,-0.98941845,4.41545275,-2.91914666
11.93101805,-1.00388358,4.41207021,-2.90470138
11.94578417,-1.01829713,4.40848458,-2.89100653
11.96055028,-1.03267301,4.40470238,-2.87758198
11.97531639,-1.04700426,4.40072104,-2.86350920
11.99008250,-1.06127217,4.39653362,-2.84860190
12.00484861,-1.07546245,4.39213478,-2.83343875
12.01961472,-1.08957916,4.38752648,-2.81880188
12.03438083,-1.10363913,4.38271138,-2.80445074
12.04914695,-1.11763824,4.37768913,-2.78974695
12.06391306,-1.13155809,4.37245896,-2.77451397
12.07867917,-1.14538282,4.36702017,-2.75906604
12.09344528,-1.15911427,4.36137260,-2.74374428
12.10821139,-1.17276770,4.35551166,-2.72848512
12.12297750,-1.18634196,4.34943845,-2.71335748
12.13774361,-1.19982308,4.34316243,-2.69844744
12.15250973,-1.21319765,4.33669267,-2.68363979
12.16727584,-1.22646633,4.33002861,-2.66858041
12.18204195,-1.23964081,4.32315848,-2.65324960
12.19680806,-1.25272064,4.31608239,-2.63824352
12.21157417,-1.26569644,4.30881427,-2.62386861
12.22634028,-1.27855815,4.30136902,-2.60986367
12.24110639,-1.29130461,4.29374871,-2.59553786
12.25587251,-1.30394477,4.28593933,-2.58079232
12.27063862,-1.31647960,4.27793851,-2.56629563
12.28540473,-1.32890194,4.26975882,-2.55237942
12.30017084,-1.34120319,4.26141532,-2.53886191
12.31493695,-1.35338078,4.25291239,-2.52512205
12.32970306,-1.36544136,4.24423779,-2.51097521
12.34446917,-1.37738790,4.23538652,-2.49697485
12.35923529,-1.38921473,4.22636919,-2.48345612
12.37400140,-1.40091425,4.21720016,-2.47030968
12.38876751,-1.41248325,4.20788529,-2.45703776
12.40353362,-1.42392658,4.19841469,-2.44341119
12.41829973,-1.43524836,4.18878145,-2.42984717
12.43306584,-1.44644407,4.17899423,-2.41665969
12.44783196,-1.45750670,4.16906646,-2.40379343
12.46259807,-1.46843273,4.15900492,-2.39087489
12.47736418,-1.47922665,4.14880113,-2.37766553
12.49213029,-1.48989214,4.13844771,-2.36445944
12.50689640,-1.50042567,4.12795160,-2.35154240
12.52166251,-1.51082078,4.11732538,-2.33889348
12.53642862,-1.52107356,4.10657668,-2.32624151
12.55119474,-1.53118806,4.09569830,-2.31336492
12.56596085,-1.54116790,4.08468256,-2.30045597
12.58072696,-1.55101028,4.07353481,-2.28775385
12.59549307,-1.56070909,4.06226680,-2.27525735
12.61025918,-1.57026008,4.05088676,-2.26278473
12.62502529,-1.57966591,4.03938984,-2.25015941
12.63979140,-1.58893116,4.02776736,-2.23749223
12.65455752,-1.59805371,4.01602308,-2.22495023
12.66932363,-1.60702758,4.00416788,-2.21253671
12.68408974,-1.61584803,3.99221041,-2.20014843
12.69885585,-1.62451640,3.98014820,-2.18767893
12.71362196,-1.63303809,3.96797188,-2.17518246
12.72838807,-1.64141186,3.95568352,-2.16274260
12.74315418,-1.64963178,3.94329323,-2.15035226
12.75792030,-1.65769253,3.93081001,-2.13796623
12.77268641,-1.66559445,3.91823329,-2.12555770
12.78745252,-1.67334329,3.90555360,-2.11315427
12.80221863,-1.68093884,3.89277127,-2.10075912
12.81698474,-1.68837522,3.87989580,-2.08834281
12.83175085,-1.69564662,3.86693661,-2.07589497
12.84651696,-1.70275259,3.85389447,-2.06346436
12.86128308,-1.70969895,3.84076005,-2.05108015
12.87604919,-1.71648637,3.82753225,-2.03867661
12.89081530,-1.72310920,3.81422005,-2.02619186
12.90558141,-1.72956117,3.80083342,-2.01363309
12.92034752,-1.73584111,3.78737417,-2.00110492
12.93511363,-1.74195464,3.77383292,-1.98865283
12.94987974,-1.74790305,3.76020750,-1.97618412
12.96464586,-1.75368142,3.74650659,-1.96361810
12.97941197,-1.75928365,3.73274092,-1.95096912
12.99417808,-1.76470781,3.71891376,-1.93829626
13.00894419,-1.76995738,3.70501526,-1.92556053
13.02371030,-1.77503296,3.69104151,-1.91288497
13.03847641,-1.77993395,3.67700170,-1.90045493
13.05324252,-1.78465952,3.66290868,-1.88822284
13.06800864,-1.78920930,3.64876798,-1.87589484
13.08277475,-1.79358235,3.63456968,-1.86318185
13.09754086,-1.79777648,3.62030756,-1.85052790
13.11230697,-1.80179542,3.60599019,-1.83850488
13.12707308,-1.80564516,3.59163148,-1.82706591
13.14183919,-1.80932895,3.57723888,-1.81557498
13.15660530,-1.81284284,3.56280432,-1.80349925
13.17137142,-1.81618238,3.54831980,-1.79137892
13.18613753,-1.81935159,3.53379179,-1.77990162
13.20090364,-1.82235823,3.51923277,-1.76908625
13.21566975,-1.82520724,3.50465066,-1.75832376
13.23043586,-1.82789476,3.49004000,-1.74696246
13.24520197,-1.83041476,3.47539226,-1.73544851
13.25996808,-1.83277081,3.46071189,-1.72453823
13.27473420,-1.83497152,3.44600962,-1.71432048
13.28950031,-1.83702316,3.43129326,-1.70425993
13.30426642,-1.83892273,3.41655943,-1.69363032
13.31903253,-1.84066297,3.40180002,-1.68275007
13.33379864,-1.84224657,3.38701769,-1.67240789
13.34856475,-1.84368237,3.37222138,-1.66276142
13.36333087,-1.84497764,3.35741845,-1.65336499
13.37809698,-1.84613062,3.34260712,-1.64345735
13.39286309,-1.84713333,3.32778012,-1.63321871
13.40762920,-1.84798723,3.31293873,-1.62343556
13.42239531,-1.84870099,3.29809019,-1.61433020
13.43716142,-1.84928254,3.28324118,-1.60555036
13.45192753,-1.84973143,3.26839115,-1.59633589
13.46669365,-1.85003947,3.25353384,-1.58673138
13.48145976,-1.85020686,3.23866951,-1.57749099
13.49622587,-1.85024170,3.22380388,-1.56889636
13.51099198,-1.85015230,3.20894278,-1.56068335
13.52575809,-1.84993946,3.19408669,-1.55212349
13.54052420,-1.84959529,3.17923035,-1.54313771
13.55529031,-1.84911873,3.16437328,-1.53442052
13.57005643,-1.84851705,3.14951985,-1.52630387
13.58482254,-1.84779859,3.13467506,-1.51860370
13.59958865,-1.84696532,3.11984002,-1.51064941
13.61435476,-1.84601002,3.10501055,-1.50225671
13.62912087,-1.84493048,3.09018563,-1.49403868
13.64388698,-1.84373300,3.07536851,-1.48636627
13.65865309,-1.84242567,3.06056337,-1.47912495
13.67341921,-1.84101139,3.04577167,-1.47172038
13.68818532,-1.83948392,3.03099026,-1.46388544
13.70295143,-1.83784008,3.01621777,-1.45613818
13.71771754,-1.83608514,3.00145657,-1.44887683
13.73248365,-1.83422674,2.98671007,-1.44204476
13.74724976,-1.83226847,2.97197988,-1.43513297
13.76201587,-1.83020523,2.95726372,-1.42781492
13.77678199,-1.82803313,2.94256010,-1.42050806
13.79154810,-1.82575635,2.92787065,-1.41362577
13.80631421,-1.82338200,2.91319814,-1.40715872
13.82108032,-1.82091412,2.89854416,-1.40068469
13.83584643,-1.81834878,2.88390717,-1.39384025
13.85061254,-1.81568164,2.86928566,-1.38694304
13.86537865,-1.81291585,2.85468072,-1.38040934
13.88014477,-1.81005788,2.84009456,-1.37426844
13.89491088,-1.80711202,2.82552866,-1.36818066
13.90967699,-1.80407552,2.81098206,-1.36176613
13.92444310,-1.80094378,2.79645333,-1.35524836
13.93920921,-1.79771900,2.78194315,-1.34903449
13.95397532,-1.79440699,2.76745326,-1.34318575
13.96874143,-1.79101211,2.75298501,-1.33743703
13.98350755,-1.78753268,2.73853786,-1.33140964
13.99827366,-1.78396408,2.72411052,-1.32524202
14.01303977,-1.78030767,2.70970335,-1.31932108
14.02780588,-1.77656853,2.69531775,-1.31373467
14.04257199,-1.77275102,2.68095487,-1.30828246
14.05733810,-1.76885436,2.66661449,-1.30260127
14.07210421,-1.76487412,2.65229549,-1.29675553
14.08687033,-1.76081088,2.63799802,-1.29110248
14.10163644,-1.75666905,2.62372316,-1.28575205
14.11640255,-1.75245286,2.60947191,-1.28055846
14.13116866,-1.74816228,2.59524426,-1.27518491
14.14593477,-1.74379323,2.58103927,-1.26963377
14.16070088,-1.73934561,2.56685693,-1.26422541
14.17546700,-1.73482321,2.55269806,-1.25908755
14.19023311,-1.73023002,2.53856356,-1.25411913
14.20499922,-1.72556662,2.52445353,-1.24901726
14.21976533,-1.72082939,2.51036720,-1.24373446
14.23453144,-1.71601768,2.49630444,-1.23854928
14.24929755,-1.71113465,2.48226591,-1.23360304
14.26406366,-1.70618404,2.46825238,-1.22883045
14.27882978,-1.70116689,2.45426403,-1.22396702
14.29359589,-1.69608010,2.44030023,-1.21892729
14.30836200,-1.69092258,2.42636080,-1.21394540
14.32312811,-1.68569690,2.41244624,-1.20917184
14.33789422,-1.68040654,2.39855721,-1.20456947
14.35266033,-1.67505284,2.38469398,-1.19991395
14.36742644,-1.66963326,2.37085602,-1.19509300
14.38219256,-1.66414637,2.35704311,-1.19029594
14.39695867,-1.65859424,2.34325562,-1.18567781
14.41172478,-1.65298001,2.32949415,-1.18122333
14.42649089,-1.64730524,2.31575901,-1.17674777
14.44125700,-1.64156795,2.30204977,-1.17212230
14.45602311,-1.63576650,2.28836617,-1.16749286
14.47078922,-1.62990244,2.27470849,-1.16301436
14.48555534,-1.62397861,2.26107729,-1.15868828
14.50032145,-1.61799670,2.24747288,-1.15436715
14.51508756,-1.61195526,2.23389497,-1.14991479
14.52985367,-1.60585250,2.22034321,-1.14543687
14.54461978,-1.59968956,2.20681784,-1.14108335
14.55938589,-1.59346894,2.19331938,-1.13686858
14.57415200,-1.58719239,2.17984816,-1.13267862
14.58891812,-1.58085893,2.16640398,-1.12837788
14.60368423,-1.57446674,2.15298646,-1.12403625
14.61845034,-1.56801659,2.13959576,-1.11979407
14.63321645,-1.56151065,2.12623238,-1.11567545
14.64798256,-1.55495064,2.11289671,-1.11159541
14.66274867,-1.54833603,2.09958860,-1.10742571
14.67751478,-1.54166503,2.08630764,-1.10320577
14.69228090,-1.53493807,2.07305393,-1.09906212
14.70704701,-1.52815704,2.05982796,-1.09502588
14.72181312,-1.52132357,2.04663015,-1.09103634
14.73657923,-1.51443748,2.03346045,-1.08697784
14.75134534,-1.50749712,2.02031839,-1.08286532
14.76611145,-1.50050263,2.00720403,-1.07880805
14.78087756,-1.49345558,1.99411783,-1.07484145
14.79564368,-1.48635753,1.98106027,-1.07092448
14.81040979,-1.47920855,1.96803139,-1.06695786
14.82517590,-1.47200719,1.95503068,-1.06293832
14.83994201,-1.46475334,1.94205811,-1.05895570
14.85470812,-1.45744829,1.92911417,-1.05504695
14.86947423,-1.45009348,1.91619938,-1.05118627
14.88424034,-1.44268918,1.90331385,-1.04729288
14.89900646,-1.43523416,1.89045709,-1.04335153
14.91377257,-1.42772811,1.87762894,-1.03943209
14.92853868,-1.42017209,1.86482990,-1.03557044
14.94330479,-1.41256738,1.85206057,-1.03175185
14.95807090,-1.40491439,1.83932115,-1.02791465
14.97283701,-1.39721216,1.82661116,-1.02403828
14.98760313,-1.38946022,1.81393031,-1.02017193
15.00236924,-1.38165939,1.80127908,-1.01634584
15.01713535,-1.37381078,1.78865818,-1.01255351
15.03190146,-1.36591485,1.77606790,-1.00875275
15.04666757,-1.35797083,1.76350771,-1.00492189
15.06143368,-1.34997822,1.75097728,-1.00109388
15.07619979,-1.34193765,1.73847706,-0.99729533
15.09096591,-1.33385012,1.72600779,-0.99352419
15.10573202,-1.32571616,1.71356986,-0.98975033
